ip,app,device,os,channel,click_time,attributed_time,is_attributed
83594,12,1,14,245,2017-11-06 19:37:50,,0
106598,2,1,22,237,2017-11-08 13:04:47,,0
14516,12,1,18,259,2017-11-07 17:12:19,,0
93230,2,1,25,205,2017-11-09 11:36:41,,0
21345,14,1,19,401,2017-11-08 05:21:35,,0
58806,3,1,19,424,2017-11-07 14:21:13,,0
92922,3,1,13,115,2017-11-08 22:23:19,,0
107202,2,1,13,243,2017-11-08 23:12:33,,0
10090,9,1,19,232,2017-11-07 04:00:33,,0
152486,12,1,13,178,2017-11-07 10:09:18,,0
92583,3,1,10,280,2017-11-07 01:15:51,,0
73487,9,2,9,234,2017-11-08 11:02:43,,0
20547,3,1,30,424,2017-11-08 14:40:43,,0
61056,12,1,19,245,2017-11-08 00:29:11,,0
109287,12,2,17,145,2017-11-09 09:22:07,,0
263603,12,1,22,328,2017-11-08 11:41:56,,0
218321,21,1,17,128,2017-11-08 08:49:35,,0
25792,2,2,9,205,2017-11-06 21:36:17,,0
73839,3,1,30,280,2017-11-09 04:18:10,,0
22572,15,1,15,315,2017-11-06 22:52:42,,0
5729,14,1,13,439,2017-11-07 03:13:21,,0
62129,3,1,19,137,2017-11-08 12:46:48,,0
113508,8,1,11,145,2017-11-06 16:33:13,,0
35308,3,1,18,442,2017-11-09 12:22:25,,0
211003,14,1,17,134,2017-11-07 10:53:45,,0
41586,36,1,19,373,2017-11-07 13:25:02,,0
202960,64,1,15,459,2017-11-07 02:09:24,,0
154928,18,1,17,107,2017-11-08 05:30:27,,0
88710,2,1,19,237,2017-11-07 02:38:00,,0
52608,9,1,19,466,2017-11-08 13:25:23,,0
33810,9,1,19,448,2017-11-09 12:54:07,,0
110390,27,1,19,153,2017-11-08 15:34:22,,0
42029,11,1,25,319,2017-11-08 05:34:57,,0
125375,9,1,13,234,2017-11-09 03:34:38,,0
217754,3,1,13,280,2017-11-09 05:24:38,,0
20215,18,1,18,121,2017-11-06 16:55:29,,0
106862,18,1,19,439,2017-11-07 09:15:59,,0
266280,18,1,19,121,2017-11-08 23:21:54,,0
77048,9,1,13,234,2017-11-07 15:16:59,,0
84896,2,1,19,477,2017-11-07 00:20:22,,0
50179,15,1,25,265,2017-11-07 09:47:30,,0
115772,11,1,18,325,2017-11-08 11:01:47,,0
177171,23,1,1,153,2017-11-07 06:33:13,,0
135308,1,1,13,137,2017-11-07 00:59:33,,0
38866,21,1,19,232,2017-11-08 00:27:41,,0
99990,3,1,8,280,2017-11-09 05:04:13,,0
80660,15,1,13,278,2017-11-09 05:14:02,,0
67467,9,1,25,234,2017-11-09 00:33:05,,0
5178,64,1,79,459,2017-11-08 13:19:17,,0
24932,8,1,64,145,2017-11-07 04:17:01,,0
5147,14,1,37,134,2017-11-09 01:35:31,,0
68418,29,1,53,343,2017-11-07 11:56:17,,0
78477,9,1,17,258,2017-11-09 07:17:34,,0
93074,14,1,13,463,2017-11-08 02:57:51,,0
181594,12,1,13,178,2017-11-07 02:17:39,,0
73487,12,1,25,265,2017-11-07 01:14:23,,0
124414,3,1,58,442,2017-11-06 23:21:12,,0
53976,9,1,2,234,2017-11-07 18:24:32,,0
55080,3,1,19,417,2017-11-07 02:04:26,,0
150850,24,1,25,105,2017-11-07 15:27:36,,0
100393,9,1,41,442,2017-11-09 12:47:45,,0
17054,3,1,13,424,2017-11-09 10:52:17,,0
1036,13,1,13,477,2017-11-08 12:56:49,,0
32560,12,1,19,178,2017-11-08 16:14:23,,0
137052,27,1,19,122,2017-11-07 11:42:00,,0
61481,14,1,25,401,2017-11-08 15:37:06,,0
191846,15,1,17,245,2017-11-08 16:07:07,,0
44673,9,1,19,127,2017-11-09 15:45:13,,0
198081,3,1,22,442,2017-11-07 10:20:04,,0
92544,3,1,19,205,2017-11-08 09:23:14,,0
11408,3,1,9,280,2017-11-08 03:31:30,,0
255521,14,1,53,489,2017-11-07 23:14:52,,0
49602,12,2,9,178,2017-11-07 09:34:57,,0
170813,12,1,19,259,2017-11-07 07:14:42,,0
95294,15,1,19,315,2017-11-08 05:28:15,,0
118917,3,1,13,409,2017-11-09 05:59:09,,0
7838,14,1,13,489,2017-11-09 00:48:22,,0
21063,12,1,19,178,2017-11-09 03:11:57,,0
112086,64,1,17,459,2017-11-08 12:54:05,,0
105485,26,1,19,266,2017-11-08 02:20:16,,0
5348,14,1,9,379,2017-11-09 04:48:55,,0
50223,11,1,13,487,2017-11-08 12:24:07,,0
191880,9,1,19,134,2017-11-08 15:53:23,,0
205421,9,1,19,334,2017-11-08 08:04:15,,0
40914,3,1,13,137,2017-11-07 10:42:17,,0
144632,18,1,13,439,2017-11-07 03:23:23,,0
197650,19,0,24,213,2017-11-07 13:21:15,,0
44488,3,1,17,402,2017-11-09 13:31:25,,0
14792,3,1,19,379,2017-11-08 15:13:08,,0
144597,12,1,9,497,2017-11-07 03:05:13,,0
179770,15,1,19,315,2017-11-07 04:17:50,,0
217222,12,2,18,265,2017-11-08 06:23:07,,0
208319,3,1,19,280,2017-11-07 13:21:10,,0
75858,14,1,10,379,2017-11-08 10:36:30,,0
169239,14,1,3,480,2017-11-07 09:43:37,,0
262808,12,1,19,140,2017-11-08 04:24:36,,0
63172,2,1,13,435,2017-11-07 12:21:08,,0
72164,14,1,7,442,2017-11-07 03:16:06,,0
53715,15,2,13,140,2017-11-09 13:02:02,,0
41841,17,1,19,280,2017-11-07 13:14:42,,0
69095,9,1,23,127,2017-11-09 14:36:22,,0
6234,64,1,19,459,2017-11-08 00:09:32,,0
231117,2,1,3,219,2017-11-08 09:56:31,,0
106458,2,1,11,469,2017-11-08 06:49:24,,0
102915,18,1,2,107,2017-11-09 13:43:59,,0
76962,9,1,16,127,2017-11-09 15:25:51,,0
150380,12,1,14,259,2017-11-08 11:39:29,,0
206655,12,1,18,245,2017-11-07 16:23:45,,0
124264,2,1,13,435,2017-11-08 01:39:05,,0
124649,3,1,19,280,2017-11-07 03:03:41,,0
125736,15,1,13,245,2017-11-09 00:57:51,,0
138561,23,1,35,479,2017-11-06 22:43:18,,0
142184,15,1,13,278,2017-11-07 00:03:05,,0
63305,3,1,20,442,2017-11-07 03:30:59,,0
12031,22,1,19,116,2017-11-08 14:08:59,,0
115960,12,1,7,265,2017-11-07 06:51:50,,0
5359,18,1,19,107,2017-11-07 09:29:44,,0
793,1,1,13,377,2017-11-08 01:00:20,,0
1815,9,1,17,258,2017-11-08 14:09:12,,0
55003,3,1,13,280,2017-11-08 05:02:32,,0
37462,12,1,6,265,2017-11-09 09:22:34,,0
72321,12,1,15,340,2017-11-09 07:00:55,,0
112231,2,1,23,236,2017-11-08 15:06:11,,0
125222,2,1,18,205,2017-11-07 15:09:20,,0
17114,2,1,13,212,2017-11-08 04:35:07,,0
106707,9,1,3,215,2017-11-06 23:57:34,,0
336594,3,1,17,280,2017-11-09 10:07:42,,0
93426,3,1,18,371,2017-11-08 00:19:54,,0
114235,18,1,13,107,2017-11-09 12:14:13,,0
330013,18,1,19,107,2017-11-09 06:29:51,,0
9704,6,1,13,125,2017-11-08 12:35:43,,0
295532,20,1,19,259,2017-11-09 15:49:22,,0
9984,2,1,19,243,2017-11-09 04:30:10,,0
109679,15,1,20,245,2017-11-08 15:15:12,,0
67658,2,1,13,477,2017-11-08 07:50:09,,0
224012,3,1,12,280,2017-11-08 04:34:24,,0
118597,12,1,14,178,2017-11-09 14:13:24,,0
78293,2,1,23,477,2017-11-07 15:07:52,,0
157176,12,1,13,409,2017-11-07 14:05:46,,0
40488,18,1,13,439,2017-11-07 04:23:14,,0
13634,18,1,19,439,2017-11-08 11:54:34,,0
30824,15,1,19,140,2017-11-07 23:09:22,,0
104162,2,1,6,477,2017-11-08 01:31:12,,0
111025,12,1,13,265,2017-11-08 06:49:00,,0
70253,12,1,6,328,2017-11-07 07:32:07,,0
87823,2,1,28,469,2017-11-08 09:38:19,,0
75634,9,2,17,215,2017-11-08 12:46:11,,0
93860,26,1,13,477,2017-11-08 09:39:57,,0
11006,25,2,9,259,2017-11-08 02:36:30,,0
111025,3,1,19,19,2017-11-07 23:33:00,,0
42158,21,1,6,232,2017-11-09 15:20:09,,0
2728,23,1,1,153,2017-11-07 08:07:05,,0
14737,14,1,13,349,2017-11-08 05:22:55,,0
28055,11,1,19,319,2017-11-09 04:57:51,,0
188402,9,2,1,334,2017-11-06 22:53:27,,0
114235,12,2,10,145,2017-11-08 15:43:38,,0
74833,2,1,19,377,2017-11-07 15:56:14,,0
80096,2,1,56,477,2017-11-08 17:36:47,,0
11450,20,1,13,478,2017-11-06 18:01:49,,0
163256,12,1,13,265,2017-11-08 15:14:05,,0
15843,12,1,22,245,2017-11-08 15:18:19,,0
107809,1,1,13,13,2017-11-09 09:19:53,,0
68849,2,1,1,477,2017-11-08 16:12:01,,0
9820,18,1,19,107,2017-11-08 08:23:30,,0
68930,18,1,15,376,2017-11-09 02:33:35,,0
240485,3,1,18,442,2017-11-08 06:53:45,,0
170405,12,1,13,328,2017-11-09 10:30:51,,0
73201,19,0,0,347,2017-11-09 05:10:00,,0
105603,9,1,3,134,2017-11-07 17:57:02,,0
125934,8,1,13,145,2017-11-09 04:04:36,,0
29726,3,1,16,280,2017-11-08 12:19:47,,0
195752,3,1,36,280,2017-11-08 15:03:24,,0
200431,17,1,18,280,2017-11-09 00:50:42,,0
109070,13,1,15,477,2017-11-09 03:24:08,,0
39453,9,1,27,442,2017-11-08 02:08:06,,0
97670,17,1,41,280,2017-11-07 04:33:28,,0
44456,26,1,13,266,2017-11-07 12:57:48,,0
33835,15,1,16,245,2017-11-08 08:13:49,,0
95766,15,1,56,111,2017-11-07 20:30:54,,0
11093,28,1,9,135,2017-11-07 00:42:16,,0
40389,9,1,25,445,2017-11-07 15:48:51,,0
85329,9,1,47,489,2017-11-07 22:58:44,,0
119369,9,2,9,442,2017-11-08 21:13:33,,0
8812,13,1,13,400,2017-11-08 11:10:30,,0
34437,9,1,19,442,2017-11-08 23:35:07,,0
110373,3,1,17,280,2017-11-09 06:25:56,,0
72864,12,1,19,178,2017-11-07 22:10:16,,0
84909,14,1,19,467,2017-11-09 02:34:56,,0
76855,9,2,18,244,2017-11-09 11:18:57,,0
5348,3,1,18,280,2017-11-07 01:25:57,,0
80676,9,1,8,215,2017-11-09 12:54:04,,0
201182,6,1,17,125,2017-11-07 13:09:10,,0
134883,12,1,22,245,2017-11-07 00:08:06,,0
34311,11,1,10,137,2017-11-09 05:29:25,,0
7313,14,1,17,379,2017-11-08 00:31:32,,0
11968,9,1,13,334,2017-11-07 09:44:55,,0
20385,2,2,79,477,2017-11-08 11:11:33,,0
34795,2,1,19,237,2017-11-09 06:37:27,,0
58453,3,1,18,280,2017-11-08 12:43:08,,0
105587,9,1,17,258,2017-11-09 09:54:47,,0
186824,29,1,15,343,2017-11-09 15:04:25,,0
160132,9,1,19,258,2017-11-07 01:16:45,,0
69020,12,1,23,259,2017-11-07 01:47:44,,0
122224,32,1,19,376,2017-11-09 00:14:58,,0
88281,2,1,17,477,2017-11-08 18:11:49,,0
974,2,1,19,477,2017-11-07 14:33:42,,0
80305,18,1,37,107,2017-11-07 09:08:43,,0
106680,29,1,17,213,2017-11-09 11:51:52,,0
28778,3,1,22,205,2017-11-06 20:52:00,,0
96015,12,1,18,178,2017-11-08 11:38:16,,0
92829,3,1,13,211,2017-11-07 23:48:05,,0
90966,1,1,19,134,2017-11-09 12:50:57,,0
100013,12,1,19,178,2017-11-09 04:39:04,,0
22037,11,1,3,173,2017-11-09 14:05:20,,0
166502,12,1,32,242,2017-11-06 23:57:29,,0
23289,3,1,8,424,2017-11-06 23:14:30,,0
8507,13,1,19,477,2017-11-09 05:46:07,,0
50314,13,1,11,477,2017-11-09 15:50:20,,0
1261,11,1,47,319,2017-11-09 04:24:56,,0
302063,9,1,42,466,2017-11-09 01:51:11,,0
89991,18,1,27,107,2017-11-07 09:34:06,,0
146182,2,1,13,477,2017-11-07 08:40:06,,0
40372,14,1,15,134,2017-11-08 03:11:49,,0
25737,2,2,37,205,2017-11-09 14:36:44,,0
11752,14,1,19,134,2017-11-07 09:33:23,,0
100933,12,1,13,265,2017-11-07 02:49:40,,0
98491,2,1,17,237,2017-11-09 05:29:46,,0
140993,1,1,13,349,2017-11-07 16:22:12,,0
114220,150,1,19,110,2017-11-08 15:55:20,,0
280393,15,1,15,3,2017-11-07 20:08:32,,0
78473,14,1,30,480,2017-11-08 03:28:45,,0
100519,3,1,22,452,2017-11-09 11:48:42,,0
65226,3,1,18,489,2017-11-08 09:04:01,,0
9268,2,1,8,237,2017-11-08 04:32:15,,0
79647,64,1,14,459,2017-11-07 07:08:29,,0
94013,1,1,19,452,2017-11-07 10:27:41,,0
14442,3,1,53,480,2017-11-08 11:23:14,,0
37592,15,1,19,140,2017-11-08 11:58:31,,0
3985,14,1,19,379,2017-11-08 06:52:38,,0
177609,3,1,13,115,2017-11-08 17:38:04,,0
5853,14,1,19,463,2017-11-07 01:31:03,,0
92626,3,1,13,489,2017-11-07 06:15:29,,0
17756,12,1,19,409,2017-11-08 02:02:45,,0
7093,2,1,18,122,2017-11-07 08:11:50,,0
92569,18,1,3,376,2017-11-07 08:07:11,,0
69088,18,1,9,107,2017-11-09 08:44:53,,0
50969,15,1,19,245,2017-11-07 01:51:18,,0
44744,11,1,17,137,2017-11-09 05:39:44,,0
106426,3,1,13,280,2017-11-09 05:18:42,,0
182953,2,1,15,364,2017-11-07 18:30:25,,0
70462,3,1,17,205,2017-11-08 19:37:44,,0
136192,3,1,19,424,2017-11-07 09:27:34,,0
14737,3,1,13,205,2017-11-07 13:39:41,,0
18274,3,1,19,280,2017-11-09 01:52:50,,0
111573,32,1,23,376,2017-11-08 02:44:15,,0
29685,18,1,19,107,2017-11-08 23:27:04,,0
83713,24,1,56,105,2017-11-08 11:49:05,,0
124825,12,1,20,178,2017-11-07 14:50:47,,0
58793,2,1,9,212,2017-11-09 04:37:31,,0
22829,9,1,10,232,2017-11-09 03:42:36,,0
74916,27,1,47,153,2017-11-08 00:50:51,,0
116597,2,1,17,477,2017-11-08 03:29:18,,0
106308,14,1,13,463,2017-11-08 02:31:41,,0
278698,15,1,10,412,2017-11-08 09:22:30,,0
5314,3,1,13,480,2017-11-08 14:15:58,,0
76663,2,1,20,219,2017-11-09 12:52:49,,0
53964,15,1,22,315,2017-11-08 22:39:10,,0
98317,12,1,19,140,2017-11-08 12:58:27,,0
110985,1,1,49,439,2017-11-09 05:33:24,,0
352034,14,1,13,118,2017-11-09 12:44:45,,0
98365,12,1,22,19,2017-11-07 14:33:13,,0
67581,14,1,19,442,2017-11-09 02:38:27,,0
104879,15,1,19,259,2017-11-07 02:13:09,,0
124305,3,1,19,137,2017-11-08 00:32:23,,0
104309,3,1,13,280,2017-11-09 14:03:44,,0
119868,14,1,13,489,2017-11-07 16:20:39,,0
36037,2,1,13,258,2017-11-09 01:46:08,,0
139943,12,1,13,19,2017-11-07 13:05:31,,0
123920,3,1,19,280,2017-11-08 10:16:03,,0
35702,3,1,19,409,2017-11-07 07:04:00,,0
63949,12,1,13,245,2017-11-07 18:06:46,,0
153573,2,1,17,122,2017-11-07 06:23:18,,0
53408,2,1,15,237,2017-11-08 07:01:19,,0
315017,14,1,28,379,2017-11-09 03:57:54,,0
69304,2,1,13,212,2017-11-09 03:27:56,,0
143872,12,1,13,259,2017-11-07 06:40:48,,0
3219,27,1,22,122,2017-11-08 05:35:35,,0
164132,1,1,13,134,2017-11-07 15:49:33,,0
56414,3,1,8,205,2017-11-09 07:39:34,,0
108032,18,1,18,439,2017-11-09 06:20:30,,0
142456,64,1,19,459,2017-11-07 11:36:12,,0
225109,5,1,10,113,2017-11-08 03:35:47,,0
42266,9,1,18,466,2017-11-08 06:47:21,,0
161299,1,1,13,134,2017-11-08 04:51:19,,0
90837,14,1,14,489,2017-11-07 05:37:01,,0
93430,21,1,20,128,2017-11-08 13:26:50,,0
64595,3,1,19,137,2017-11-08 11:58:51,,0
52549,15,1,19,245,2017-11-06 22:41:29,,0
89530,1,1,35,153,2017-11-09 01:22:39,,0
95294,2,1,19,435,2017-11-08 14:38:07,,0
52158,36,1,20,373,2017-11-08 07:29:20,,0
118315,12,1,28,328,2017-11-08 12:59:22,,0
20295,9,1,19,234,2017-11-08 05:28:06,,0
48240,2,1,14,122,2017-11-08 07:44:41,,0
114794,3,1,17,115,2017-11-09 00:08:01,,0
141511,9,1,17,134,2017-11-08 17:32:00,,0
83668,15,1,13,315,2017-11-09 04:39:22,,0
96014,9,1,9,232,2017-11-07 17:12:34,,0
5178,2,1,19,435,2017-11-08 03:40:31,,0
83321,9,1,19,466,2017-11-08 13:59:44,,0
120159,12,1,12,178,2017-11-07 03:17:40,,0
219173,12,1,22,178,2017-11-08 01:45:17,,0
107003,2,1,16,435,2017-11-07 05:59:53,,0
44076,3,1,19,280,2017-11-09 00:09:56,,0
126331,18,1,19,107,2017-11-07 13:11:42,,0
114773,2,1,19,122,2017-11-08 17:57:45,,0
185791,21,1,13,128,2017-11-07 03:49:02,,0
86588,11,1,13,325,2017-11-09 00:33:18,,0
110142,7,1,10,101,2017-11-09 11:11:33,,0
88935,12,1,16,245,2017-11-08 13:55:42,,0
55957,3,2,18,280,2017-11-08 14:40:39,,0
52010,9,1,19,466,2017-11-08 23:20:59,,0
81320,13,1,13,477,2017-11-07 11:56:29,,0
40767,12,1,22,265,2017-11-07 06:31:45,,0
197934,13,1,13,477,2017-11-09 15:48:12,,0
55994,2,1,13,477,2017-11-09 07:30:49,,0
4324,12,2,49,178,2017-11-09 11:47:03,,0
69794,18,1,19,107,2017-11-09 10:38:16,,0
9931,3,1,13,280,2017-11-09 03:12:29,,0
40965,3,1,19,489,2017-11-09 07:49:16,,0
133836,18,1,19,107,2017-11-07 00:45:55,,0
117526,11,1,19,319,2017-11-09 05:59:26,,0
17149,12,1,18,259,2017-11-07 15:28:23,,0
74100,1,1,19,134,2017-11-08 13:21:21,,0
56619,44,3866,866,347,2017-11-09 15:46:41,,0
143569,3,1,8,130,2017-11-07 10:43:56,,0
32366,9,1,18,442,2017-11-09 11:13:45,,0
3964,21,2,15,128,2017-11-07 05:52:05,,0
104400,6,1,17,125,2017-11-07 13:10:22,,0
58542,27,1,16,122,2017-11-09 09:34:28,,0
46906,2,1,13,477,2017-11-08 16:36:06,,0
48264,3,1,8,280,2017-11-08 06:35:18,,0
313681,12,1,20,259,2017-11-08 16:07:06,,0
67535,9,1,30,234,2017-11-09 06:09:26,,0
166268,9,1,13,466,2017-11-08 20:16:56,,0
81859,3,1,13,115,2017-11-07 16:06:07,,0
123729,3,1,13,409,2017-11-06 23:39:24,,0
66316,12,1,13,178,2017-11-07 02:18:28,,0
303296,9,1,13,466,2017-11-09 01:12:02,,0
5884,15,1,13,412,2017-11-07 01:46:43,,0
64428,12,1,6,265,2017-11-09 09:42:09,,0
8292,2,1,19,237,2017-11-07 08:26:42,,0
114757,8,1,6,145,2017-11-09 08:26:19,,0
124540,15,1,13,245,2017-11-07 13:38:16,,0
23402,2,1,39,236,2017-11-09 05:45:28,,0
170136,8,1,3,259,2017-11-07 08:23:24,,0
17149,2,1,13,469,2017-11-08 04:31:27,,0
81674,2,1,12,477,2017-11-08 06:49:34,,0
68405,1,1,36,153,2017-11-08 01:52:04,,0
123739,3,1,19,280,2017-11-08 14:30:37,,0
109755,14,1,37,349,2017-11-07 23:39:06,,0
46449,9,1,19,107,2017-11-09 11:20:41,,0
105292,2,1,18,205,2017-11-06 23:45:58,,0
165007,2,1,13,122,2017-11-09 12:56:50,,0
121303,8,2,17,145,2017-11-08 10:08:00,,0
60766,26,1,19,121,2017-11-09 12:13:38,,0
121561,6,1,13,459,2017-11-07 21:59:59,,0
83509,18,1,12,107,2017-11-09 00:15:57,,0
118903,12,1,18,328,2017-11-08 16:56:01,,0
2017,18,1,12,107,2017-11-07 01:13:37,,0
112302,8,2,13,259,2017-11-09 15:28:32,,0
110715,9,1,37,232,2017-11-08 23:39:30,,0
101096,3,1,16,379,2017-11-08 22:42:51,,0
40056,18,1,6,121,2017-11-09 03:16:03,,0
55805,15,1,23,379,2017-11-07 23:24:14,,0
190924,15,1,16,480,2017-11-09 09:54:03,,0
52660,6,1,20,459,2017-11-08 10:22:22,,0
123652,18,1,13,317,2017-11-07 05:42:10,,0
26454,3,1,15,115,2017-11-06 18:17:22,,0
98476,12,1,37,19,2017-11-07 12:25:00,,0
96948,2,1,13,477,2017-11-08 01:55:29,,0
76872,12,1,19,19,2017-11-07 03:13:06,,0
61667,2,1,1,477,2017-11-07 13:05:18,,0
48488,12,1,13,245,2017-11-07 22:44:37,,0
114494,11,1,19,173,2017-11-09 04:24:46,,0
188436,3,1,13,211,2017-11-09 07:32:07,,0
41285,18,1,19,107,2017-11-08 08:23:24,,0
116743,9,1,19,466,2017-11-08 12:23:20,,0
90680,3,1,13,19,2017-11-09 07:10:42,,0
95263,3,1,18,280,2017-11-07 10:25:19,,0
183927,14,1,53,379,2017-11-07 01:45:37,,0
9113,7,1,13,101,2017-11-09 06:58:51,,0
23260,15,1,18,245,2017-11-08 14:31:43,,0
8401,20,1,10,259,2017-11-07 14:27:08,,0
18769,3,1,13,379,2017-11-08 06:14:23,,0
122701,3,1,18,280,2017-11-09 00:17:15,,0
156307,2,2,9,122,2017-11-08 08:00:42,,0
176780,3,1,15,409,2017-11-07 02:16:45,,0
113946,13,1,53,477,2017-11-07 07:14:54,,0
88654,15,1,19,480,2017-11-09 00:58:18,,0
119304,13,1,17,469,2017-11-09 03:58:12,,0
62561,12,1,6,328,2017-11-06 21:07:47,,0
81812,12,1,19,178,2017-11-08 00:08:49,,0
8352,2,1,22,237,2017-11-07 11:01:05,,0
68519,9,1,37,442,2017-11-08 15:14:23,,0
81898,12,1,6,178,2017-11-09 07:33:03,,0
102924,9,1,6,466,2017-11-08 15:55:51,,0
108104,9,1,13,334,2017-11-08 23:57:55,,0
119369,3,1,19,205,2017-11-09 01:37:04,,0
792,15,1,19,140,2017-11-07 16:05:38,,0
79771,8,1,19,145,2017-11-06 22:47:29,,0
93808,3,1,16,280,2017-11-09 05:22:10,,0
264057,2,1,20,317,2017-11-08 10:56:16,,0
26995,15,1,17,245,2017-11-08 17:14:04,,0
65382,8,1,13,140,2017-11-07 06:18:58,,0
91006,3,1,11,442,2017-11-09 07:14:56,,0
66964,2,1,30,258,2017-11-08 21:39:03,,0
4830,9,1,1,127,2017-11-09 11:05:18,,0
197074,20,1,8,259,2017-11-06 17:55:30,,0
133925,2,1,19,237,2017-11-07 02:16:44,,0
124574,3,1,19,480,2017-11-07 00:10:39,,0
60956,24,1,13,105,2017-11-07 16:27:58,,0
119344,2,1,3,212,2017-11-06 22:08:09,,0
149376,3,1,37,409,2017-11-08 08:27:09,,0
26391,9,1,3,134,2017-11-07 22:41:49,,0
98911,15,1,19,412,2017-11-08 12:14:52,,0
105560,12,1,18,481,2017-11-09 12:45:30,,0
118065,14,1,15,349,2017-11-07 04:47:33,,0
100393,27,1,19,122,2017-11-07 15:25:41,,0
4862,3,1,19,135,2017-11-09 11:13:53,,0
78397,3,1,19,115,2017-11-07 00:24:46,,0
185798,21,1,32,128,2017-11-07 23:14:40,,0
103385,14,1,49,360,2017-11-07 00:17:56,,0
81935,2,2,17,317,2017-11-09 14:42:04,,0
224192,3,1,13,280,2017-11-09 00:35:11,,0
209663,2,1,6,477,2017-11-07 11:25:18,,0
73162,3,1,19,280,2017-11-07 01:55:30,,0
207885,25,1,10,259,2017-11-08 03:29:57,,0
307049,14,1,19,439,2017-11-09 15:26:33,,0
50284,1,1,19,153,2017-11-09 13:52:02,,0
59149,5,1,47,377,2017-11-08 15:28:01,,0
93320,3,1,13,280,2017-11-08 12:59:14,,0
106171,8,1,19,145,2017-11-06 16:08:50,,0
99915,11,1,19,325,2017-11-07 09:50:21,,0
111172,3,1,8,280,2017-11-08 06:48:25,,0
15572,12,1,19,265,2017-11-07 05:33:46,,0
209663,2,1,13,205,2017-11-08 08:40:02,,0
26968,3,1,41,280,2017-11-08 15:43:00,,0
200289,3,1,13,280,2017-11-09 00:21:19,,0
52596,18,1,10,107,2017-11-08 12:11:20,,0
67188,18,1,6,107,2017-11-09 05:18:13,,0
68384,12,1,18,481,2017-11-07 16:14:23,,0
61500,64,1,25,459,2017-11-07 05:06:56,,0
59176,3,1,13,379,2017-11-08 08:51:36,,0
292158,2,1,18,435,2017-11-09 07:52:36,,0
175837,3,2,13,280,2017-11-08 12:28:01,,0
4486,3,1,19,130,2017-11-09 07:54:52,,0
7210,23,1,22,153,2017-11-09 05:46:10,,0
48691,24,2,2,105,2017-11-07 05:30:26,,0
145426,9,1,18,134,2017-11-08 06:01:36,,0
30543,22,1,3,116,2017-11-08 14:10:24,,0
200486,15,1,3,245,2017-11-08 03:23:02,,0
116083,15,1,19,265,2017-11-09 02:37:06,,0
67037,3,1,30,280,2017-11-08 06:45:36,,0
58800,20,1,3,259,2017-11-08 14:37:35,,0
79881,2,1,20,477,2017-11-07 13:52:04,,0
50867,18,1,31,121,2017-11-09 12:48:35,,0
64172,12,1,18,178,2017-11-07 14:15:33,,0
17890,3,1,12,280,2017-11-09 04:05:04,,0
80188,15,1,6,265,2017-11-07 09:43:22,,0
20547,13,1,19,477,2017-11-07 09:30:48,,0
73487,3,1,17,280,2017-11-07 01:14:36,,0
26995,19,0,0,347,2017-11-09 08:23:12,,0
121909,109,0,50,347,2017-11-07 18:52:36,,0
74584,15,1,26,245,2017-11-07 16:14:04,,0
137397,3,1,12,30,2017-11-09 14:52:53,,0
3382,9,1,19,334,2017-11-07 23:00:49,,0
24031,2,1,13,237,2017-11-09 04:15:36,,0
20242,12,1,35,265,2017-11-09 15:46:13,,0
71723,32,1,15,376,2017-11-09 01:38:55,,0
90758,11,1,32,325,2017-11-07 02:03:10,,0
49431,2,1,19,236,2017-11-09 08:33:18,,0
108858,3,1,17,424,2017-11-07 11:17:03,,0
218853,2,1,9,364,2017-11-07 16:54:02,,0
44932,2,1,13,317,2017-11-08 10:07:22,,0
66739,1,1,19,153,2017-11-06 23:04:10,,0
70924,7,1,37,101,2017-11-07 11:43:05,,0
47203,15,1,22,430,2017-11-09 09:50:29,,0
124924,29,1,4,213,2017-11-09 08:23:54,,0
107326,20,1,19,259,2017-11-07 15:50:00,,0
108858,3,1,10,480,2017-11-08 00:31:25,,0
103005,9,2,9,258,2017-11-08 10:10:43,,0
13957,3,1,19,280,2017-11-08 04:01:05,,0
164896,3,1,19,409,2017-11-07 03:43:22,,0
167031,2,1,19,237,2017-11-07 06:26:25,,0
95366,13,1,19,400,2017-11-07 12:44:44,,0
114065,7,1,13,101,2017-11-09 10:39:01,,0
187854,18,1,10,121,2017-11-08 06:16:59,,0
31785,18,1,6,121,2017-11-08 12:55:46,,0
26987,1,1,19,153,2017-11-08 06:38:31,,0
25553,2,2,41,205,2017-11-09 06:25:19,,0
85318,2,1,19,469,2017-11-08 15:19:34,,0
7841,18,1,18,376,2017-11-07 16:01:01,,0
104507,18,1,13,121,2017-11-09 15:45:05,,0
27035,2,1,19,452,2017-11-08 03:03:48,,0
26162,14,1,34,480,2017-11-07 11:21:24,,0
163083,14,1,13,489,2017-11-07 08:41:12,,0
102247,9,1,19,445,2017-11-08 13:55:16,,0
5348,1,1,6,17,2017-11-07 02:00:19,,0
24904,14,1,19,439,2017-11-08 17:30:15,,0
144046,3,1,13,280,2017-11-07 02:16:55,,0
20557,3,1,17,280,2017-11-09 03:05:45,,0
74758,15,1,14,379,2017-11-08 05:46:36,,0
87073,9,1,13,232,2017-11-09 05:25:37,,0
152500,18,1,23,376,2017-11-08 17:03:20,,0
71507,9,1,8,334,2017-11-08 02:55:28,,0
116980,9,1,26,215,2017-11-09 04:35:34,,0
